St.no;YEAR;MONTH;DAY;Time;DirectionDeg;Speedmps;TempC;Pptmm;Humidpercen;Snowdepthcm
18700;2015;4;12;13;253;6;10.9;0;32; 
18700;2015;4;12;14;261;4.4;10;0;38; 
18700;2015;4;12;15;283;4.9;10.2;0;38; 
18700;2015;4;12;16;246;3;9.6;0.1;44; 
18700;2015;4;12;17;266;3.7;9.4;0;44; 
18700;2015;4;12;18;232;6.3;8.9;0;42; 
18700;2015;4;12;19;235;5.4;8.2;0;47; 
18700;2015;4;12;20;230;4.8;7.2;0;52; 
18700;2015;4;12;21;223;3.5;6.1;0;58; 
18700;2015;4;12;22;220;3.1;4.6;0;64; 
18700;2015;4;12;23;250;2.6;3.9;0;62; 
18700;2015;4;12;24;34;0.3;2.2;0;69; 
18700;2015;4;13;1;29;0.8;0.7;0;75; 
18700;2015;4;13;2;51;2.1;0.3;0;77; 
18700;2015;4;13;3;276;2.3;1.9;0;64; 
18700;2015;4;13;4;189;1.7;0.6;0;71; 
18700;2015;4;13;5;228;1.3;0.3;0;71; 
18700;2015;4;13;6;18;0.7;1.8;0;64; 
18700;2015;4;13;7;167;0.8;4.5;0;54;.
18700;2015;4;13;8;335;2.9;7.2;0;42; 
18700;2015;4;13;9;332;3.7;8;0;38; 
18700;2015;4;13;10;342;3.5;10.1;0;32; 
18700;2015;4;13;11;346;4.7;9.9;0;29; 
18700;2015;4;13;12;314;3.6;9.8;0;29; 
18700;2015;4;13;13;323;6.8;10.1;0;28; 
18700;2015;4;13;14;318;5.3;11.2;0;25; 
18700;2015;4;13;15;4;6.1;9.3;0;29; 
18700;2015;4;13;16;329;5.2;9.2;0;26; 
18700;2015;4;13;17;357;4.4;8.7;0;25; 
18700;2015;4;13;18;351;3.8;8.5;0;26; 
18700;2015;4;13;19;341;4.3;7.5;0;32; 
18700;2015;4;13;20;329;5.3;5.7;0;35; 
18700;2015;4;13;21;317;2.9;4.6;0;38; 
18700;2015;4;13;22;73;0.7;3.2;0;45; 
18700;2015;4;13;23;61;0.8;2.7;0;46; 
18700;2015;4;13;24;112;1.4;2.3;0;50; 
18700;2015;4;14;1;18;1.3;1.9;0;52; 
18700;2015;4;14;2;329;0.4;1.4;0;56; 
18700;2015;4;14;3;34;2.2;-0.1;0;65; 
18700;2015;4;14;4;38;1.4;0;0;65; 
18700;2015;4;14;5;41;1.6;0.2;0;67; 
18700;2015;4;14;6;42;0.9;0.8;0;64; 
18700;2015;4;14;7;215;2.7;1.9;0;69;.
18700;2015;4;14;8;216;1.5;0.1;0.6;92; 
18700;2015;4;14;9;216;2.9;0.3;1.2;96; 
18700;2015;4;14;10;216;2.5;0.5;1.1;96; 
18700;2015;4;14;11;185;3.7;1;0.4;95; 
18700;2015;4;14;12;215;3.1;2;0;96; 
18700;2015;4;14;13;210;3.2;2.9;0;96; 
18700;2015;4;14;14;216;3.3;4.3;0;95; 
18700;2015;4;14;15;214;3.4;6;0;88; 
18700;2015;4;14;16;199;2.5;6.6;0;80; 
18700;2015;4;14;17;212;2.8;7.6;0;79; 
18700;2015;4;14;18;187;1.5;7.9;0;76; 
18700;2015;4;14;19;264;2.1;7.4;0;78; 
18700;2015;4;14;20;66;1.2;5.7;0;85; 
18700;2015;4;14;21;295;1.7;4.1;0;90; 
18700;2015;4;14;22;275;2.3;4.7;0;79; 
18700;2015;4;14;23;271;3.2;5.1;0;68; 
18700;2015;4;14;24;290;3;4.6;0;67; 
18700;2015;4;15;1;47;2.5;3;0;76; 
18700;2015;4;15;2;44;1.2;1.5;0;84; 
18700;2015;4;15;3;76;1.2;1.4;0;84; 
18700;2015;4;15;4;11;1.9;1.6;0;86; 
18700;2015;4;15;5;29;1.7;1.5;0;86; 
18700;2015;4;15;6;39;1.5;2.1;0;83; 
18700;2015;4;15;7;23;1.6;2.9;0;82;.
18700;2015;4;15;8;50;0.9;4.4;0;77; 
18700;2015;4;15;9;212;0.8;6;0;68; 
18700;2015;4;15;10;217;1.7;6.5;0;62; 
18700;2015;4;15;11;227;2.2;7.2;0;66; 
18700;2015;4;15;12;211;1.7;7.8;0;66; 
18700;2015;4;15;13;214;2.9;9.9;0;58; 
18700;2015;4;15;14;191;2.5;10;0;58; 
18700;2015;4;15;15;212;3.3;10;0;58; 
18700;2015;4;15;16;211;1.9;9.4;0.3;64; 
18700;2015;4;15;17;24;3.7;5.9;2;80; 
18700;2015;4;15;18;206;0.8;7.4;0;67; 
18700;2015;4;15;19;304;5.1;8;0;45; 
18700;2015;4;15;20;314;3.4;6.5;0;47; 
18700;2015;4;15;21;320;3.3;6.1;0;47; 
18700;2015;4;15;22;214;0.9;4.6;0;56; 
18700;2015;4;15;23;351;0.6;4.2;0;59; 
18700;2015;4;15;24;268;2.1;4.2;0;60; 
18700;2015;4;16;1;156;0.9;3.4;0;64; 
18700;2015;4;16;2;290;2.2;3.5;0;63; 
18700;2015;4;16;3;344;1.2;2.7;0;67; 
18700;2015;4;16;4;15;0.8;2;0;73; 
18700;2015;4;16;5;12;0.9;2.1;0;71; 
18700;2015;4;16;6;10;1.5;2;0;73; 
18700;2015;4;16;7;107;1.2;5.3;0;60;.
18700;2015;4;16;8;325;4;8.4;0;45; 
18700;2015;4;16;9;332;5.1;7.4;0;43; 
18700;2015;4;16;10;334;4.3;8.6;0;38; 
18700;2015;4;16;11;330;4.6;9.3;0;37; 
18700;2015;4;16;12;280;5.2;10.1;0;33; 
18700;2015;4;16;13;315;2.5;11.7;0;31; 
18700;2015;4;16;14;301;4.3;10;0;33; 
18700;2015;4;16;15;328;4.1;9.7;0;34; 
18700;2015;4;16;16;335;4.8;10.6;0;32; 
18700;2015;4;16;17;350;5.1;9.4;0;30; 
18700;2015;4;16;18;350;6;9.3;0;30; 
18700;2015;4;16;19;339;4.5;8.4;0;34; 
18700;2015;4;16;20;334;4.3;7.2;0;38; 
18700;2015;4;16;21;329;4.8;6.4;0;42; 
18700;2015;4;16;22;343;6.7;6.8;0;41; 
18700;2015;4;16;23;343;6.6;6.7;0;41; 
18700;2015;4;16;24;348;5.7;6.7;0;44; 
18700;2015;4;17;1;349;5.9;6.3;0;46; 
18700;2015;4;17;2;346;5.1;6;0;48; 
18700;2015;4;17;3;357;2.8;5.3;0;52; 
18700;2015;4;17;4;347;2.5;4.6;0;56; 
18700;2015;4;17;5;20;1.7;4.1;0;59; 
18700;2015;4;17;6;333;3.4;5.4;0;55; 
18700;2015;4;17;7;354;4.4;6.9;0;50;.
18700;2015;4;17;8;3;5.4;7.5;0;49; 
18700;2015;4;17;9;359;4.7;8.4;0;46; 
18700;2015;4;17;10;357;7.1;9.6;0;42; 
18700;2015;4;17;11;4;5;9.8;0;43; 
18700;2015;4;17;12;9;6;11.9;0;39; 
18700;2015;4;17;13;16;4.7;11.1;0;39; 
18700;2015;4;17;14;22;6.3;11.1;0;36; 
18700;2015;4;17;15;17;6;11.3;0;37; 
18700;2015;4;17;16;29;4.1;11.3;0;37; 
18700;2015;4;17;17;355;4.5;11;0;38; 
18700;2015;4;17;18;22;4.2;10.9;0;38; 
18700;2015;4;17;19;18;3.4;9.7;0;42; 
18700;2015;4;17;20;17;3.8;8.4;0;47; 
18700;2015;4;17;21;12;2.8;7.1;0;52; 
18700;2015;4;17;22;287;1.3;5.8;0;57; 
18700;2015;4;17;23;15;3;6.4;0;55; 
18700;2015;4;17;24;347;3.2;6.3;0;56; 
18700;2015;4;18;1;31;1.5;4.1;0;66; 
18700;2015;4;18;2;29;2.8;3.3;0;69; 
18700;2015;4;18;3;27;2.7;2.9;0;71; 
18700;2015;4;18;4;274;1;1.8;0;76; 
18700;2015;4;18;5;342;1.3;1;0;80; 
18700;2015;4;18;6;29;2.4;1.9;0;78; 
18700;2015;4;18;7;205;0.5;5.1;0;66;.
18700;2015;4;18;8;211;0.9;6.4;0;60; 
18700;2015;4;18;9;227;1.1;7.2;0;57; 
18700;2015;4;18;10;207;1.1;9.5;0;51; 
18700;2015;4;18;11;204;2;11.1;0;47; 
18700;2015;4;18;12;188;1.9;12.7;0;43; 
18700;2015;4;18;13;228;1.4;13.8;0;38; 
18700;2015;4;18;14;355;4.6;14.2;0;27; 
18700;2015;4;18;15;17;5.5;13.4;0;28; 
18700;2015;4;18;16;44;6.8;11.8;0;35; 
18700;2015;4;18;17;24;4.1;11.4;0;37; 
18700;2015;4;18;18;33;3.3;10.4;0;42; 
18700;2015;4;18;19;35;6.5;9.9;0;45; 
18700;2015;4;18;20;29;7.6;7.5;0;64; 
18700;2015;4;18;21;17;4;6;0;75; 
18700;2015;4;18;22;13;2.7;5.7;0;73; 
18700;2015;4;18;23;17;5.8;5.8;0;71; 
18700;2015;4;18;24;12;5.2;5.8;0;70; 
18700;2015;4;19;1;15;1.8;5.7;0;68; 
18700;2015;4;19;2;27;2.4;4.8;0;71; 
18700;2015;4;19;3;17;2.7;4.3;0;73; 
18700;2015;4;19;4;22;4;4.7;0;70; 
18700;2015;4;19;5;20;3.6;5;0;67; 
18700;2015;4;19;6;22;4;5.9;0;61; 
18700;2015;4;19;7;23;3.1;6.5;0;59;.
18700;2015;4;19;8;233;1;6.9;0;63; 
18700;2015;4;19;9;101;1.6;9.6;0;47; 
18700;2015;4;19;10;10;4.2;11.5;0;41; 
18700;2015;4;19;11;3;5.8;12.6;0;38; 
18700;2015;4;19;12;4;4.4;14.4;0;36; 
18700;2015;4;19;13;349;5.2;15.9;0;34; 
18700;2015;4;19;14;2;5.6;17.1;0;31; 
18700;2015;4;19;15;357;6.3;17.8;0;29; 
18700;2015;4;19;16;352;3.7;18.8;0;27; 
18700;2015;4;19;17;353;4.4;18.4;0;25; 
18700;2015;4;19;18;342;3.7;18.3;0;25; 
18700;2015;4;19;19;340;3;16.8;0;26; 
18700;2015;4;19;20;339;2;13.8;0;33; 
18700;2015;4;19;21;347;1.7;10.4;0;44; 
18700;2015;4;19;22;37;2.1;10.2;0;40; 
18700;2015;4;19;23;188;1.3;8.7;0;44; 
18700;2015;4;19;24;350;1.2;8.1;0;42; 
18700;2015;4;20;1;13;1.8;9;0;36; 
18700;2015;4;20;2;277;1.1;7.1;0;39; 
18700;2015;4;20;3;28;0.8;6.4;0;44; 
18700;2015;4;20;4;56;1.5;5.7;0;49; 
18700;2015;4;20;5;150;1.1;5.1;0;51; 
18700;2015;4;20;6;44;0.4;6.2;0;53; 
18700;2015;4;20;7;51;1.3;10.7;0;40;.
18700;2015;4;20;8;195;0.5;14.5;0;29; 
18700;2015;4;20;9;188;1;16.4;0;29; 
18700;2015;4;20;10;213;1.7;17.7;0;25; 
18700;2015;4;20;11;195;2.2;18.4;0;24; 
18700;2015;4;20;12;196;2.4;19.8;0;25; 
18700;2015;4;20;13;231;2.9;20.6;0;22; 
18700;2015;4;20;14;216;2.7;22.4;0;21; 
18700;2015;4;20;15;189;2.6;22.2;0;20; 
18700;2015;4;20;16;199;3.4;20.3;0;28; 
18700;2015;4;20;17;190;2.1;19.7;0;26; 
18700;2015;4;20;18;71;0.7;19.4;0;25; 
18700;2015;4;20;19;335;4.8;20.1;0;19; 
18700;2015;4;20;20;341;6.1;18.7;0;20; 
18700;2015;4;20;21;355;4.7;16.4;0;24; 
18700;2015;4;20;22;22;4.2;14.1;0;29; 
18700;2015;4;20;23;37;2.3;12.1;0;32; 
18700;2015;4;20;24;39;3.8;12.5;0;30; 
18700;2015;4;21;1;20;3.6;11.1;0;33; 
18700;2015;4;21;2;31;3.5;9.3;0;38; 
18700;2015;4;21;3;59;1.5;6.5;0;48; 
18700;2015;4;21;4;16;1.7;6;0;49; 
18700;2015;4;21;5;26;3;6.4;0;47; 
18700;2015;4;21;6;32;2.4;7.6;0;44; 
18700;2015;4;21;7;97;1.7;9.2;0;40;.
18700;2015;4;21;8;58;3;9.5;0;40; 
18700;2015;4;21;9;97;2.1;10.5;0;39; 
18700;2015;4;21;10;72;1.6;11.7;0;40; 
18700;2015;4;21;11;227;2.8;13.2;0;34; 
18700;2015;4;21;12;233;2.1;14.1;0;35; 
18700;2015;4;21;13;207;1.8;15.4;0;33; 
18700;2015;4;21;14;189;2;16;0;31; 
18700;2015;4;21;15;273;1.3;17.4;0;27; 
18700;2015;4;21;16;204;1.7;16.9;0;27; 
18700;2015;4;21;17;210;2.2;16.5;0;28; 
18700;2015;4;21;18;225;2.4;16.6;0;28; 
18700;2015;4;21;19;260;1.1;15.1;0;30; 
18700;2015;4;21;20;18;2.3;11.1;0;48; 
18700;2015;4;21;21;24;3.5;10.3;0;47; 
18700;2015;4;21;22;24;3.3;10.2;0;41; 
18700;2015;4;21;23;21;3.6;9.5;0;41; 
18700;2015;4;21;24;6;5.2;10.4;0;37; 
18700;2015;4;22;1;280;0.7;7.8;0;47; 
18700;2015;4;22;2;30;2.4;8.2;0;46; 
18700;2015;4;22;3;121;1.1;6.4;0;53; 
18700;2015;4;22;4;347;1.2;5.2;0;59; 
18700;2015;4;22;5;32;1.6;4.8;0;64; 
18700;2015;4;22;6;257;0.6;4.7;0;67; 
18700;2015;4;22;7;255;0.8;9;0;53;.
18700;2015;4;22;8;225;0.6;11;0;45; 
18700;2015;4;22;9;207;1.6;12.2;0;40; 
18700;2015;4;22;10;212;2.3;13.7;0;36; 
18700;2015;4;22;11;213;2.3;14.9;0;32; 
18700;2015;4;22;12;316;3.7;16.5;0;30; 
18700;2015;4;22;13;271;4.6;17;0;30; 
18700;2015;4;22;14;294;4.4;17.5;0;31; 
18700;2015;4;22;15;253;5;17.8;0;28; 
18700;2015;4;22;16;274;4.8;18;0;28; 
18700;2015;4;22;17;269;5.8;15.6;0;33; 
18700;2015;4;22;18;247;5.4;15.3;0;34; 
18700;2015;4;22;19;238;4.9;14.4;0;38; 
18700;2015;4;22;20;250;3.3;12.7;0;44; 
18700;2015;4;22;21;229;4.1;11.6;0;50; 
18700;2015;4;22;22;227;5.6;11.2;0;51; 
18700;2015;4;22;23;229;5.4;11.6;0;51; 
18700;2015;4;22;24;201;4.7;11.3;0;53; 
18700;2015;4;23;1;198;3.8;10.8;0;55; 
18700;2015;4;23;2;228;2.5;9.9;0;56; 
18700;2015;4;23;3;251;4.1;10.6;0;50; 
18700;2015;4;23;4;314;2.5;8.9;0;54; 
18700;2015;4;23;5;169;1;7.7;0;56; 
18700;2015;4;23;6;302;3.5;8.9;0;40; 
18700;2015;4;23;7;278;4.7;10.1;0;35;.
18700;2015;4;23;8;263;4.6;10.7;0;32; 
18700;2015;4;23;9;260;5.1;11.2;0;29; 
18700;2015;4;23;10;267;7.3;11.8;0;23; 
18700;2015;4;23;11;268;4.6;13.2;0;21; 
18700;2015;4;23;12;271;6.6;13;0;22; 
18700;2015;4;23;13;264;6.6;13.2;0;22; 
18700;2015;4;23;14;274;6.5;12.9;0;25; 
18700;2015;4;23;15;272;7;13;0;23; 
18700;2015;4;23;16;249;5.8;12.8;0;29; 
18700;2015;4;23;17;264;6.3;12.4;0;31; 
18700;2015;4;23;18;275;5.7;11.1;0;35; 
18700;2015;4;23;19;277;5.4;10.6;0;37; 
18700;2015;4;23;20;256;3.5;8.9;0;42; 
18700;2015;4;23;21;251;3.8;8.1;0;45; 
18700;2015;4;23;22;275;5.1;7.6;0;47; 
18700;2015;4;23;23;265;3.4;6.3;0;46; 
18700;2015;4;23;24;281;2.3;5.5;0;45; 
18700;2015;4;24;1;272;2.9;4.5;0;50; 
18700;2015;4;24;2;302;2.4;3.5;0;52; 
18700;2015;4;24;3;326;1.6;2.5;0;63; 
18700;2015;4;24;4;72;0.5;2.6;0;64; 
18700;2015;4;24;5;291;0.6;2.4;0;68; 
18700;2015;4;24;6;39;0.5;3.7;0;64; 
18700;2015;4;24;7;44;0.9;5;0;63;.
18700;2015;4;24;8;223;1.9;7;0;56; 
18700;2015;4;24;9;277;2.9;9.1;0;40; 
18700;2015;4;24;10;253;3.9;9.4;0;36; 
18700;2015;4;24;11;338;3.1;10.3;0;31; 
18700;2015;4;24;12;280;1.3;10.6;0;32; 
18700;2015;4;24;13;194;4;9.9;0;38; 
18700;2015;4;24;14;225;2.9;9.3;0;46; 
18700;2015;4;24;15;299;4;7.8;0;61; 
18700;2015;4;24;16;271;1.3;7;0.2;77; 
18700;2015;4;24;17;352;0.4;7.3;0;71; 
18700;2015;4;24;18;50;0.7;7.6;0;72; 
18700;2015;4;24;19;192;0.9;7.5;0;68; 
18700;2015;4;24;20;129;1.5;7.4;0;70; 
18700;2015;4;24;21;244;1.3;6.4;0;79; 
18700;2015;4;24;22;187;1.8;5.8;0;84; 
18700;2015;4;24;23;202;1.4;6.3;0;84; 
18700;2015;4;24;24;150;1.1;6.1;0;86; 
18700;2015;4;25;1;108;0.8;6.4;0;86; 
18700;2015;4;25;2;172;3.4;6.8;0;88; 
18700;2015;4;25;3;175;3.8;6.7;0;87; 
18700;2015;4;25;4;208;3.7;6.3;0;86; 
18700;2015;4;25;5;206;1.5;6.1;0;85; 
18700;2015;4;25;6;172;2.9;6.6;0;86; 
18700;2015;4;25;7;193;2.9;6.8;0;86;.
18700;2015;4;25;8;187;3.7;7.5;0;83; 
18700;2015;4;25;9;171;3.4;7;0.3;88; 
18700;2015;4;25;10;171;4.4;6.8;2.5;94; 
18700;2015;4;25;11;193;3.1;6.8;1.3;95; 
18700;2015;4;25;12;184;4.5;7;0;93; 
18700;2015;4;25;13;184;4.3;7.1;0;93; 
18700;2015;4;25;14;186;4.1;7.2;0;96; 
18700;2015;4;25;15;189;4.3;7.6;0;96; 
18700;2015;4;25;16;186;4.4;8;0;96; 
18700;2015;4;25;17;181;4.8;8.6;0;92; 
18700;2015;4;25;18;184;6.3;8.5;0;93; 
18700;2015;4;25;19;185;5.6;8.6;0;93; 
18700;2015;4;25;20;176;4.5;8.4;0;94; 
18700;2015;4;25;21;173;5.7;8.2;0;94; 
18700;2015;4;25;22;176;6;8.2;0;93; 
18700;2015;4;25;23;175;6.6;8.1;0;91; 
18700;2015;4;25;24;214;5.1;6.8;0.3;83; 
18700;2015;4;26;1;215;3.5;5.2;0;74; 
18700;2015;4;26;2;241;1.7;3.6;0;73; 
18700;2015;4;26;3;233;2.8;3.1;0;70; 
18700;2015;4;26;4;231;1.7;1.6;0;80; 
18700;2015;4;26;5;235;1.2;0.7;0;86; 
18700;2015;4;26;6;175;2.4;3;0;80; 
18700;2015;4;26;7;173;2.9;4.7;0;72;.
18700;2015;4;26;8;189;3;6.5;0;63; 
18700;2015;4;26;9;179;3.9;7.5;0;55; 
18700;2015;4;26;10;193;4;9;0;46; 
18700;2015;4;26;11;197;4.4;10.1;0;44; 
18700;2015;4;26;12;186;3.7;11.5;0;38; 
18700;2015;4;26;13;197;6.7;11.4;0;34; 
18700;2015;4;26;14;202;5.6;11.7;0;37; 
18700;2015;4;26;15;202;6.4;11.2;0;37; 
18700;2015;4;26;16;188;4.5;9.9;0;47; 
18700;2015;4;26;17;213;6;7.1;0.1;64; 
18700;2015;4;26;18;182;3.7;8.7;0;51; 
18700;2015;4;26;19;195;3.7;7.8;0;56; 
18700;2015;4;26;20;174;1.9;6.5;0;64; 
18700;2015;4;26;21;217;0.9;5.6;0;70; 
18700;2015;4;26;22;14;0.8;3.4;0;80; 
18700;2015;4;26;23;8;1.8;2.2;0;83; 
18700;2015;4;26;24;24;2.9;1.8;0;79; 
18700;2015;4;27;1;26;3.4;1.4;0;75; 
18700;2015;4;27;2;34;2.3;0.6;0;78; 
18700;2015;4;27;3;17;2.2;0.6;0;72; 
18700;2015;4;27;4;16;1.5;0.8;0;70; 
18700;2015;4;27;5;26;1.1;-0.1;0;75; 
18700;2015;4;27;6;39;0.7;0.5;0;74; 
18700;2015;4;27;7;158;0.6;4.5;0;58;.
18700;2015;4;27;8;205;0.9;6.2;0;51; 
18700;2015;4;27;9;154;1.4;7.6;0;49; 
18700;2015;4;27;10;204;2.9;8.7;0;56; 
18700;2015;4;27;11;188;2.3;9.7;0;50; 
18700;2015;4;27;12;195;2.4;11.1;0;45; 
18700;2015;4;27;13;204;4.1;10.4;0;41; 
18700;2015;4;27;14;208;3.7;11.2;0;32; 
18700;2015;4;27;15;214;5.3;10.8;0;37; 
18700;2015;4;27;16;247;3.7;9.9;0;44; 
18700;2015;4;27;17;191;5.9;8.9;0;44; 
18700;2015;4;27;18;179;5.4;7.3;0;57; 
18700;2015;4;27;19;190;3.9;6.5;0;61; 
18700;2015;4;27;20;206;3;6;0;67; 
18700;2015;4;27;21;194;2.7;5.3;0;75; 
18700;2015;4;27;22;162;1.2;3.8;0;81; 
18700;2015;4;27;23;36;2.3;2.6;0;83; 
18700;2015;4;27;24;31;2.6;1.6;0;86; 
18700;2015;4;28;1;20;1.7;0.8;0;88; 
18700;2015;4;28;2;42;1.8;0.2;0;88; 
18700;2015;4;28;3;26;2.1;-0.1;0;89; 
18700;2015;4;28;4;30;1.9;-0.7;0;90; 
18700;2015;4;28;5;28;1.1;-0.6;0;90; 
18700;2015;4;28;6;124;0.9;0.7;0;87; 
18700;2015;4;28;7;119;0.7;4.2;0;74;.
18700;2015;4;28;8;226;1.1;6.1;0;65; 
18700;2015;4;28;9;170;1.9;7.7;0;59; 
18700;2015;4;28;10;198;2.4;9.5;0;53; 
18700;2015;4;28;11;188;2.2;10.5;0;45; 
18700;2015;4;28;12;160;2.8;12.3;0;41; 
18700;2015;4;28;13;214;3.2;13.4;0;35; 
18700;2015;4;28;14;207;3.7;12.6;0;36; 
18700;2015;4;28;15;191;2.5;13.2;0;34; 
18700;2015;4;28;16;162;4.7;9.7;0;44; 
18700;2015;4;28;17;324;1.8;9.5;0;40; 
18700;2015;4;28;18;192;5.1;9.3;0;33; 
18700;2015;4;28;19;199;3.8;8.2;0;38; 
18700;2015;4;28;20;176;3;6.9;0;50; 
18700;2015;4;28;21;162;1.9;5.5;0;62; 
18700;2015;4;28;22;147;2;4.6;0;71; 
18700;2015;4;28;23;53;1.6;3.4;0;74; 
18700;2015;4;28;24;34;2.2;1.8;0;81; 
18700;2015;4;29;1;32;2.7;0.9;0;84; 
18700;2015;4;29;2;27;2.5;0.2;0;86; 
18700;2015;4;29;3;25;2.1;-0.1;0;88; 
18700;2015;4;29;4;25;2.3;-0.4;0;89; 
18700;2015;4;29;5;37;3.2;-0.4;0;89; 
18700;2015;4;29;6;33;1.9;1.7;0;85; 
18700;2015;4;29;7;32;0.7;3.3;0;83;.
18700;2015;4;29;8;123;1.1;4.4;0;77; 
18700;2015;4;29;9;261;1.1;6.5;0;69; 
18700;2015;4;29;10;197;2.6;6.8;0;58; 
18700;2015;4;29;11;200;2.5;8.1;0;51; 
18700;2015;4;29;12;185;2.2;7.4;0;59; 
18700;2015;4;29;13;186;3;8.7;0;56; 
18700;2015;4;29;14;278;2.5;8.4;0.1;53; 
18700;2015;4;29;15;207;4.1;10.2;0;54; 
18700;2015;4;29;16;187;4.3;9.4;0;48; 
18700;2015;4;29;17;198;1;8.7;0;48; 
18700;2015;4;29;18;208;2.4;8.7;0;47; 
18700;2015;4;29;19;157;1.6;8.4;0;47; 
18700;2015;4;29;20;180;2.3;7.3;0;67; 
18700;2015;4;29;21;166;1.6;6.1;0;72; 
18700;2015;4;29;22;31;2.4;4.3;0;81; 
18700;2015;4;29;23;42;2.6;3.4;0;84; 
18700;2015;4;29;24;77;0.9;3.8;0;85; 
18700;2015;4;30;1;132;1.6;5.2;0;76; 
18700;2015;4;30;2;36;1.8;4.3;0;83; 
18700;2015;4;30;3;46;2.3;4.5;0;87; 
18700;2015;4;30;4;127;4.5;5.1;0.2;82; 
18700;2015;4;30;5;140;2.4;3.6;1.7;91; 
18700;2015;4;30;6;71;2.4;3.6;1.8;91; 
18700;2015;4;30;7;69;1.8;3.7;0.3;92;.
18700;2015;4;30;8;160;4;4.6;0.1;92; 
18700;2015;4;30;9;179;3.5;5;0;93; 
18700;2015;4;30;10;191;2.7;5.5;0;90; 
18700;2015;4;30;11;156;2.1;7.4;0;82; 
18700;2015;4;30;12;237;3.4;9.4;0;62; 
18700;2015;4;30;13;189;3.4;10.5;0;59; 
18700;2015;4;30;14;209;3.7;9.9;0;55; 
18700;2015;4;30;15;218;3.1;11.1;0;51; 
18700;2015;4;30;16;199;1.7;10;0;50; 
18700;2015;4;30;17;209;2.9;10;0;50; 
18700;2015;4;30;18;211;4.4;8.7;0;59; 
18700;2015;4;30;19;214;3.6;7.8;0;64; 
18700;2015;4;30;20;207;2;7.3;0;71; 
18700;2015;4;30;21;173;2.7;6.9;0;74; 
18700;2015;4;30;22;182;2.4;5.8;0;81; 
18700;2015;4;30;23;192;2.4;5;0;86; 
18700;2015;4;30;24;170;1.4;4.1;0;90; 
18700;2015;5;1;1;174;0.5;3.7;0;91; 
18700;2015;5;1;2;35;1.6;3;0;92; 
18700;2015;5;1;3;122;0.9;3.5;0;91; 
18700;2015;5;1;4;90;1;3.6;0;92; 
18700;2015;5;1;5;25;1.7;3.7;0;91; 
18700;2015;5;1;6;103;1.6;4.5;0;86; 
18700;2015;5;1;7;31;2.1;4.9;0;83;.
18700;2015;5;1;8;118;1.7;6;0;81; 
18700;2015;5;1;9;68;1.2;6.6;0;72; 
18700;2015;5;1;10;130;1.5;8.8;0;67; 
18700;2015;5;1;11;67;1.3;7.9;0;67; 
18700;2015;5;1;12;90;0.9;12;0;52; 
18700;2015;5;1;13;67;2;11.6;0;52; 
18700;2015;5;1;14;10;3.2;10.9;0;48; 
18700;2015;5;1;15;13;1.8;10.5;0;42; 
18700;2015;5;1;16;191;2.4;10.3;0.1;51; 
18700;2015;5;1;17;349;5.6;8.1;0;62; 
18700;2015;5;1;18;25;1.5;9;0;57; 
18700;2015;5;1;19;14;3.3;8.6;0;61; 
18700;2015;5;1;20;13;4.2;6.6;0;71; 
18700;2015;5;1;21;13;3.8;6.6;0;67; 
18700;2015;5;1;22;14;3.9;6.2;0;71; 
18700;2015;5;1;23;18;6.3;6;0;72; 
18700;2015;5;1;24;11;5.8;5.6;0;73; 
18700;2015;5;2;1;2;4.2;5.6;0;70; 
18700;2015;5;2;2;2;3.9;5;0;72; 
18700;2015;5;2;3;359;3.8;4.6;0;72; 
18700;2015;5;2;4;1;4.4;4.8;0;69; 
18700;2015;5;2;5;14;5;4.6;0;74; 
18700;2015;5;2;6;18;5.6;4.7;0;68; 
18700;2015;5;2;7;9;5.7;6.7;0;61;.
18700;2015;5;2;8;355;5.7;6.7;0;60; 
18700;2015;5;2;9;352;4;6.9;0;62; 
18700;2015;5;2;10;352;4.4;9.7;0;56; 
18700;2015;5;2;11;21;4.6;9.5;0;51; 
18700;2015;5;2;12;5;3.8;9.4;0;49; 
18700;2015;5;2;13;11;3.3;10;0;45; 
18700;2015;5;2;14;17;3.3;10.3;0;42; 
18700;2015;5;2;15;6;3.6;10.3;0;37; 
18700;2015;5;2;16;343;2.1;10.8;0;41; 
18700;2015;5;2;17;7;5.2;10.6;0;42; 
18700;2015;5;2;18;45;4.1;10;0;38; 
18700;2015;5;2;19;355;3.7;8.9;0;46; 
18700;2015;5;2;20;11;2.6;8.1;0;49; 
18700;2015;5;2;21;18;3.4;6.5;0;56; 
18700;2015;5;2;22;16;4.3;6.3;0;53; 
18700;2015;5;2;23;26;5.2;6.3;0;48; 
18700;2015;5;2;24;20;4.9;5.7;0;48; 
18700;2015;5;3;1;15;5.3;5.3;0;49; 
18700;2015;5;3;2;33;3.9;5.1;0;49; 
18700;2015;5;3;3;34;3.5;5.1;0;49; 
18700;2015;5;3;4;21;3.1;4.8;0;49; 
18700;2015;5;3;5;27;2.9;4.6;0;50; 
18700;2015;5;3;6;36;2.7;4.7;0;50; 
18700;2015;5;3;7;32;3.1;4.8;0;52;.
18700;2015;5;3;8;34;3.8;5.2;0;50; 
18700;2015;5;3;9;41;2.7;7.5;0;45; 
18700;2015;5;3;10;31;2.4;8.8;0;43; 
