St.no;YEAR;MONTH;DAY;Time;DirectionDeg;Speedmps;TempC;Pptmm;Humidpercen;Snowdepthcm
18700;2015;8;12;13;260;3.2;21.1;0;47; 
18700;2015;8;12;14;272;2.9;21.2;0;39; 
18700;2015;8;12;15;272;3.3;21.8;0;37; 
18700;2015;8;12;16;280;2.4;20.3;0;38; 
18700;2015;8;12;17;291;2.4;20.5;0;39; 
18700;2015;8;12;18;287;3.2;20.5;0;37; 
18700;2015;8;12;19;303;3.3;19.6;0;39; 
18700;2015;8;12;20;321;1.1;16.9;0;48; 
18700;2015;8;12;21;359;1;14;0;65; 
18700;2015;8;12;22;121;2.4;13.4;0;69; 
18700;2015;8;12;23;176;1.1;11.6;0;73; 
18700;2015;8;12;24;100;0.9;10.9;0;76; 
18700;2015;8;13;1;351;2.1;10.3;0;76; 
18700;2015;8;13;2;17;3.3;10.8;0;71; 
18700;2015;8;13;3;24;3.1;10.7;0;73; 
18700;2015;8;13;4;17;1.5;9.1;0;82; 
18700;2015;8;13;5;106;0.8;9.8;0;79; 
18700;2015;8;13;6;356;0.3;10.9;0;80; 
18700;2015;8;13;7;40;1.9;15.3;0;60;.
18700;2015;8;13;8;90;1.2;16.4;0;60; 
18700;2015;8;13;9;136;1.6;17.5;0;62; 
18700;2015;8;13;10;221;2.8;19.5;0;58; 
18700;2015;8;13;11;177;1.4;20.5;0;55; 
18700;2015;8;13;12;181;2.5;21.7;0;50; 
18700;2015;8;13;13;210;3.2;21.8;0;46; 
18700;2015;8;13;14;195;3.6;22.2;0;43; 
18700;2015;8;13;15;186;3.9;22.2;0;38; 
18700;2015;8;13;16;167;4.1;21.7;0;38; 
18700;2015;8;13;17;199;4.1;20.5;0;45; 
18700;2015;8;13;18;204;2.9;19.9;0;51; 
18700;2015;8;13;19;186;3.1;19.4;0;52; 
18700;2015;8;13;20;193;2.5;17.7;0;56; 
18700;2015;8;13;21;4;0.6;15.3;0;69; 
18700;2015;8;13;22;350;1.1;13.1;0;81; 
18700;2015;8;13;23;24;2.3;12.8;0;80; 
18700;2015;8;13;24;28;2.5;12.3;0;80; 
18700;2015;8;14;1;32;2;11.8;0;83; 
18700;2015;8;14;2;28;2.8;11.9;0;82; 
18700;2015;8;14;3;33;2.9;11.5;0;83; 
18700;2015;8;14;4;33;4.1;11.9;0;80; 
18700;2015;8;14;5;8;0.6;10.3;0;87; 
18700;2015;8;14;6;18;0.2;11.6;0;86; 
18700;2015;8;14;7;48;0.8;15.8;0;71;.
18700;2015;8;14;8;44;1;17.3;0;63; 
18700;2015;8;14;9;182;1.5;19.1;0;63; 
18700;2015;8;14;10;222;1.7;20.7;0;60; 
18700;2015;8;14;11;210;1.5;21.7;0;49; 
18700;2015;8;14;12;255;2.4;22.3;0;49; 
18700;2015;8;14;13;218;2.2;23.8;0;46; 
18700;2015;8;14;14;194;2.6;24.9;0;41; 
18700;2015;8;14;15;126;3.5;23.4;0;42; 
18700;2015;8;14;16;117;3.2;24;0;32; 
18700;2015;8;14;17;138;3.6;22.9;0;28; 
18700;2015;8;14;18;132;3.1;22.6;0;28; 
18700;2015;8;14;19;153;3.8;21.5;0;27; 
18700;2015;8;14;20;127;2.3;20.1;0;32; 
18700;2015;8;14;21;28;2.1;17.5;0;46; 
18700;2015;8;14;22;26;2.9;15.3;0;58; 
18700;2015;8;14;23;30;3.1;15.4;0;59; 
18700;2015;8;14;24;34;3.4;16.1;0;56; 
18700;2015;8;15;1;43;1.8;15.9;0;56; 
18700;2015;8;15;2;59;1.7;15.8;0;55; 
18700;2015;8;15;3;29;3.2;14;0;65; 
18700;2015;8;15;4;26;3.4;13;0;69; 
18700;2015;8;15;5;33;4.1;12.8;0;69; 
18700;2015;8;15;6;32;4;13.8;0;68; 
18700;2015;8;15;7;33;3.5;15.6;0;68;.
18700;2015;8;15;8;52;3.1;17.1;0;63; 
18700;2015;8;15;9;60;3.8;17.8;0;55; 
18700;2015;8;15;10;69;3.4;19;0;55; 
18700;2015;8;15;11;69;4;20.1;0;51; 
18700;2015;8;15;12;68;4.3;21.6;0;45; 
18700;2015;8;15;13;80;4.8;22.6;0;42; 
18700;2015;8;15;14;84;4.2;23.1;0;41; 
18700;2015;8;15;15;71;5;23.2;0;40; 
18700;2015;8;15;16;85;4.1;23.9;0;34; 
18700;2015;8;15;17;106;4.3;22.9;0;38; 
18700;2015;8;15;18;102;2.5;22.3;0;42; 
18700;2015;8;15;19;113;2.1;21.9;0;47; 
18700;2015;8;15;20;78;1.5;21.1;0;52; 
18700;2015;8;15;21;45;1.9;19.2;0;58; 
18700;2015;8;15;22;60;3.4;20.2;0;53; 
18700;2015;8;15;23;62;2.9;19.3;0;56; 
18700;2015;8;15;24;58;3.3;18.7;0;57; 
18700;2015;8;16;1;49;3.5;18;0;58; 
18700;2015;8;16;2;49;3.2;17;0;61; 
18700;2015;8;16;3;24;2.4;16.5;0;59; 
18700;2015;8;16;4;35;4.4;15.8;0;61; 
18700;2015;8;16;5;27;4.8;14.9;0;66; 
18700;2015;8;16;6;31;4.7;14.7;0;72; 
18700;2015;8;16;7;48;3.8;15.6;0;72;.
18700;2015;8;16;8;50;3.6;16.8;0;68; 
18700;2015;8;16;9;47;3.8;17.1;0;66; 
18700;2015;8;16;10;33;4.5;17.9;0;64; 
18700;2015;8;16;11;69;3.5;18.5;0;54; 
18700;2015;8;16;12;61;3.5;20.6;0;50; 
18700;2015;8;16;13;71;3.7;20.7;0;48; 
18700;2015;8;16;14;77;3;21.5;0;48; 
18700;2015;8;16;15;77;3.6;22.2;0;44; 
18700;2015;8;16;16;80;4.7;22.6;0;40; 
18700;2015;8;16;17;67;3;22.6;0;43; 
18700;2015;8;16;18;82;4;22.2;0;42; 
18700;2015;8;16;19;93;3;21.6;0;43; 
18700;2015;8;16;20;50;2;19.6;0;51; 
18700;2015;8;16;21;27;3.2;18;0;61; 
18700;2015;8;16;22;27;3.7;17.4;0;63; 
18700;2015;8;16;23;34;3.2;17.2;0;65; 
18700;2015;8;16;24;47;3;17.8;0;64; 
18700;2015;8;17;1;48;2.6;16.7;0;70; 
18700;2015;8;17;2;60;2.5;16.5;0;67; 
18700;2015;8;17;3;38;2.9;15.1;0;72; 
18700;2015;8;17;4;36;4;14.9;0;71; 
18700;2015;8;17;5;27;3.7;13.9;0;74; 
18700;2015;8;17;6;29;3.7;14.2;0;71; 
18700;2015;8;17;7;40;3.5;16.2;0;60;.
18700;2015;8;17;8;38;2.6;17.2;0;55; 
18700;2015;8;17;9;54;2.3;18;0;55; 
18700;2015;8;17;10;52;3.4;19;0;54; 
18700;2015;8;17;11;69;4.7;20.3;0;44; 
18700;2015;8;17;12;86;4.4;21.1;0;41; 
18700;2015;8;17;13;50;4.8;21.7;0;40; 
18700;2015;8;17;14;94;2.8;22.4;0;38; 
18700;2015;8;17;15;103;4.1;22.4;0;39; 
18700;2015;8;17;16;70;4;22.6;0;41; 
18700;2015;8;17;17;75;4.1;22.1;0;39; 
18700;2015;8;17;18;130;3.6;21.3;0;45; 
18700;2015;8;17;19;114;2.9;20.6;0;48; 
18700;2015;8;17;20;105;1.5;18.8;0;54; 
18700;2015;8;17;21;48;2;17.2;0;62; 
18700;2015;8;17;22;26;3;15.9;0;68; 
18700;2015;8;17;23;28;3.1;14.9;0;72; 
18700;2015;8;17;24;35;3.5;14.4;0;74; 
18700;2015;8;18;1;35;2.9;14;0;74; 
18700;2015;8;18;2;24;3.7;13.3;0;77; 
18700;2015;8;18;3;25;3.9;12.8;0;77; 
18700;2015;8;18;4;28;3;12.4;0;77; 
18700;2015;8;18;5;32;3.9;12.3;0;75; 
18700;2015;8;18;6;34;3.4;13.1;0;72; 
18700;2015;8;18;7;36;3.4;15;0;66;.
18700;2015;8;18;8;31;3.5;15.7;0;63; 
18700;2015;8;18;9;31;3.1;16.9;0;63; 
18700;2015;8;18;10;57;3.6;18.2;0;58; 
18700;2015;8;18;11;64;2.5;19.3;0;55; 
18700;2015;8;18;12;41;4.4;20;0;51; 
18700;2015;8;18;13;78;3.1;20.9;0;45; 
18700;2015;8;18;14;103;3.4;21.5;0;43; 
18700;2015;8;18;15;111;3.3;22.3;0;39; 
18700;2015;8;18;16;134;3.3;22.3;0;41; 
18700;2015;8;18;17;115;3.8;22.1;0;41; 
18700;2015;8;18;18;120;3.3;21.9;0;43; 
18700;2015;8;18;19;118;2.9;21.2;0;46; 
18700;2015;8;18;20;117;1.9;19.7;0;52; 
18700;2015;8;18;21;47;2.1;17.5;0;62; 
18700;2015;8;18;22;40;2.6;16.4;0;66; 
18700;2015;8;18;23;33;2.9;16;0;66; 
18700;2015;8;18;24;30;3;15.6;0;66; 
18700;2015;8;19;1;32;2.1;14.4;0;69; 
18700;2015;8;19;2;31;2.1;13.2;0;76; 
18700;2015;8;19;3;30;2.3;12.1;0;81; 
18700;2015;8;19;4;30;2.9;11.8;0;81; 
18700;2015;8;19;5;29;2.8;11.7;0;81; 
18700;2015;8;19;6;29;4.2;12.8;0;78; 
18700;2015;8;19;7;39;3.1;15.9;0;66;.
18700;2015;8;19;8;29;3.2;17.4;0;62; 
18700;2015;8;19;9;89;2.5;18.5;0;52; 
18700;2015;8;19;10;89;2;19.8;0;51; 
18700;2015;8;19;11;79;3.4;20.2;0;49; 
18700;2015;8;19;12;75;3.1;21.6;0;44; 
18700;2015;8;19;13;150;2.7;23.1;0;41; 
18700;2015;8;19;14;88;2.7;23.2;0;40; 
18700;2015;8;19;15;115;2.5;23.5;0;37; 
18700;2015;8;19;16;151;3.3;23.6;0;35; 
18700;2015;8;19;17;152;3.5;22.5;0;35; 
18700;2015;8;19;18;149;2.7;22.1;0;39; 
18700;2015;8;19;19;147;2.8;21;0;44; 
18700;2015;8;19;20;149;2.2;19.5;0;49; 
18700;2015;8;19;21;41;2;17;0;62; 
18700;2015;8;19;22;29;3.1;15.5;0;69; 
18700;2015;8;19;23;21;2.2;14.6;0;74; 
18700;2015;8;19;24;19;2;13.8;0;79; 
18700;2015;8;20;1;31;2.9;13.9;0;78; 
18700;2015;8;20;2;30;2.9;14;0;78; 
18700;2015;8;20;3;29;2.7;13.9;0;78; 
18700;2015;8;20;4;35;3;13.5;0;78; 
18700;2015;8;20;5;29;3.7;13.1;0;79; 
18700;2015;8;20;6;41;3.8;13.8;0;77; 
18700;2015;8;20;7;41;2.8;16;0;70;.
18700;2015;8;20;8;56;1.5;17.2;0;67; 
18700;2015;8;20;9;51;1.7;18.2;0;66; 
18700;2015;8;20;10;87;2.4;19.2;0;64; 
18700;2015;8;20;11;76;1.9;19.8;0;60; 
18700;2015;8;20;12;208;3;22.7;0;55; 
18700;2015;8;20;13;204;2.8;23.1;0;53; 
18700;2015;8;20;14;228;2.7;23.8;0;49; 
18700;2015;8;20;15;216;3;23;0;47; 
18700;2015;8;20;16;210;2.6;23.1;0;46; 
18700;2015;8;20;17;216;3.3;21.8;0;47; 
18700;2015;8;20;18;211;3.5;20.4;0;55; 
18700;2015;8;20;19;223;1.3;19.2;0;49; 
18700;2015;8;20;20;1;1.3;16.9;0;63; 
18700;2015;8;20;21;31;2.5;15.1;0;65; 
18700;2015;8;20;22;30;3.7;14.7;0;67; 
18700;2015;8;20;23;29;2.9;14.2;0;73; 
18700;2015;8;20;24;28;1.9;13.3;0;80; 
18700;2015;8;21;1;9;1.7;12.6;0;84; 
18700;2015;8;21;2;27;2;12.4;0;85; 
18700;2015;8;21;3;30;1.6;11.6;0;87; 
18700;2015;8;21;4;33;2.2;11.4;0;86; 
18700;2015;8;21;5;35;2.5;11.4;0;87; 
18700;2015;8;21;6;30;1.9;12.3;0;84; 
18700;2015;8;21;7;217;0.5;14.9;0;79;.
18700;2015;8;21;8;325;0.4;16.4;0;71; 
18700;2015;8;21;9;194;0.9;17.5;0;68; 
18700;2015;8;21;10;209;2;20.7;0;66; 
18700;2015;8;21;11;255;0.9;21.6;0;62; 
18700;2015;8;21;12;176;2.4;22.8;0;56; 
18700;2015;8;21;13;198;2.9;23.5;0;47; 
18700;2015;8;21;14;197;3.5;23.2;0;43; 
18700;2015;8;21;15;195;4.8;23.2;0;41; 
18700;2015;8;21;16;183;4.9;22.2;0;42; 
18700;2015;8;21;17;215;4.4;21;0;47; 
18700;2015;8;21;18;200;3.4;20.2;0;51; 
18700;2015;8;21;19;216;2.9;19.1;0;51; 
18700;2015;8;21;20;204;1.8;17.5;0;62; 
18700;2015;8;21;21;323;0.7;15;0;75; 
18700;2015;8;21;22;30;1.5;13.9;0;80; 
18700;2015;8;21;23;23;1.1;12.8;0;83; 
18700;2015;8;21;24;23;2;12.2;0;86; 
18700;2015;8;22;1;29;2.2;11.5;0;88; 
18700;2015;8;22;2;23;2;11.1;0;88; 
18700;2015;8;22;3;25;2;10.5;0;89; 
18700;2015;8;22;4;30;2.5;10.6;0;88; 
18700;2015;8;22;5;27;1.8;10.1;0;89; 
18700;2015;8;22;6;35;2.5;10.8;0;90; 
18700;2015;8;22;7;113;0.5;14.6;0;74;.
18700;2015;8;22;8;282;0.4;16.7;0;71; 
18700;2015;8;22;9;129;0.7;18.6;0;55; 
18700;2015;8;22;10;164;1.2;20.8;0;42; 
18700;2015;8;22;11;228;2.2;22.5;0;43; 
18700;2015;8;22;12;210;2.5;23.1;0;40; 
18700;2015;8;22;13;214;2.7;24;0;40; 
18700;2015;8;22;14;207;2.5;24.4;0;37; 
18700;2015;8;22;15;229;3.7;24.2;0;33; 
18700;2015;8;22;16;233;3.6;23.8;0;35; 
18700;2015;8;22;17;218;2.4;22;0;37; 
18700;2015;8;22;18;210;2.2;20.9;0;41; 
18700;2015;8;22;19;222;1.7;19.4;0;48; 
18700;2015;8;22;20;342;1.2;16.8;0;62; 
18700;2015;8;22;21;20;2.4;15;0;68; 
18700;2015;8;22;22;31;2.4;14.1;0;70; 
18700;2015;8;22;23;33;2;13.4;0;73; 
18700;2015;8;22;24;22;2.3;12.9;0;75; 
18700;2015;8;23;1;20;0.8;12;0;78; 
18700;2015;8;23;2;23;2.1;11.7;0;79; 
18700;2015;8;23;3;28;1.6;11.1;0;81; 
18700;2015;8;23;4;37;2.5;12.3;0;73; 
18700;2015;8;23;5;34;2.2;11.6;0;76; 
18700;2015;8;23;6;355;0.6;11.1;0;83; 
18700;2015;8;23;7;163;0.6;15.8;0;67;.
18700;2015;8;23;8;139;1.1;17.8;0;61; 
18700;2015;8;23;9;47;1.5;20.6;0;48; 
18700;2015;8;23;10;36;2.1;21.8;0;45; 
18700;2015;8;23;11;102;3.1;22.5;0;44; 
18700;2015;8;23;12;86;3.7;23.1;0;40; 
18700;2015;8;23;13;134;3.8;23.7;0;41; 
18700;2015;8;23;14;79;2.6;24.5;0;39; 
18700;2015;8;23;15;87;3.3;24.8;0;37; 
18700;2015;8;23;16;70;2.9;25;0;37; 
18700;2015;8;23;17;109;2.9;24.2;0;40; 
18700;2015;8;23;18;128;3.3;23.5;0;37; 
18700;2015;8;23;19;105;2.2;22.9;0;39; 
18700;2015;8;23;20;45;1.6;20.5;0;49; 
18700;2015;8;23;21;110;1.8;18.8;0;58; 
18700;2015;8;23;22;19;2.4;16.2;0;66; 
18700;2015;8;23;23;19;2.9;15.7;0;64; 
18700;2015;8;23;24;28;3.7;15.8;0;62; 
18700;2015;8;24;1;33;3.5;15.6;0;63; 
18700;2015;8;24;2;30;3.6;15.5;0;63; 
18700;2015;8;24;3;32;3.6;15.2;0;64; 
18700;2015;8;24;4;18;5;14.7;0;67; 
18700;2015;8;24;5;26;5;14.9;0;64; 
18700;2015;8;24;6;42;5;15.1;0;64; 
18700;2015;8;24;7;28;3.9;16.7;0;63;.
18700;2015;8;24;8;25;5.5;17;0;61; 
18700;2015;8;24;9;30;4.1;18.6;0;59; 
18700;2015;8;24;10;49;5.2;19.9;0;54; 
18700;2015;8;24;11;54;4.5;20.9;0;53; 
18700;2015;8;24;12;72;4.4;22.1;0;47; 
18700;2015;8;24;13;55;5.9;21.9;0;47; 
18700;2015;8;24;14;53;4.6;22;0;47; 
18700;2015;8;24;15;59;6.7;21;0;50; 
18700;2015;8;24;16;122;2.8;16.7;1.9;85; 
18700;2015;8;24;17;34;4.1;16.7;0.2;76; 
18700;2015;8;24;18;25;4.7;16.1;0;81; 
18700;2015;8;24;19;33;6;15.9;0;78; 
18700;2015;8;24;20;31;5.7;16.1;0;78; 
18700;2015;8;24;21;42;6.1;17.2;0;75; 
18700;2015;8;24;22;100;1.5;16.5;0.1;80; 
18700;2015;8;24;23;37;2.7;16;0;86; 
18700;2015;8;24;24;16;5.1;15.6;0.8;89; 
18700;2015;8;25;1;51;5.4;16.4;0.2;84; 
18700;2015;8;25;2;49;4.5;16.6;0;81; 
18700;2015;8;25;3;42;3.5;16.6;0;82; 
18700;2015;8;25;4;40;4.3;16.7;0;81; 
18700;2015;8;25;5;39;5;16.3;0;83; 
18700;2015;8;25;6;25;4.1;16.4;0;82; 
18700;2015;8;25;7;40;4.5;16.9;0;79;.
18700;2015;8;25;8;158;2.9;15.9;0.8;89; 
18700;2015;8;25;9;14;2.9;15.8;0.8;91; 
18700;2015;8;25;10;29;4.6;17.1;0;84; 
18700;2015;8;25;11;104;1;17.9;0.1;82; 
18700;2015;8;25;12;30;2.3;17;1.6;91; 
18700;2015;8;25;13;53;3.3;17.7;1.2;88; 
18700;2015;8;25;14;62;2.9;17.8;0.6;88; 
18700;2015;8;25;15;72;3.1;17.8;1.1;90; 
18700;2015;8;25;16;89;2.3;17.4;1.6;93; 
18700;2015;8;25;17;205;3;16.5;2.4;95; 
18700;2015;8;25;18;225;1.2;16.1;0.4;96; 
18700;2015;8;25;19;98;1.4;16.2;1;94; 
18700;2015;8;25;20;151;1.6;16.4;0;93; 
18700;2015;8;25;21;157;2.3;16.2;0;94; 
18700;2015;8;25;22;163;1.8;16.1;0;94; 
18700;2015;8;25;23;146;2.4;15.9;0;92; 
18700;2015;8;25;24;141;2.4;15.6;0;91; 
18700;2015;8;26;1;150;2.5;15.2;0.2;94; 
18700;2015;8;26;2;162;2.5;15;0.1;94; 
18700;2015;8;26;3;182;3.2;15;0;96; 
18700;2015;8;26;4;189;3.4;14.8;0;95; 
18700;2015;8;26;5;180;4.2;14.4;0;91; 
18700;2015;8;26;6;185;3.6;14.1;0;91; 
18700;2015;8;26;7;188;5.5;14;0;87;.
18700;2015;8;26;8;201;4.9;14.3;0;85; 
18700;2015;8;26;9;197;4.1;15.5;0;78; 
18700;2015;8;26;10;205;4.2;16.5;0;70; 
18700;2015;8;26;11;201;7.1;18.8;0;57; 
18700;2015;8;26;12;189;5.2;17.3;0;64; 
18700;2015;8;26;13;214;4.3;16.7;0;71; 
18700;2015;8;26;14;184;4.5;16.6;0;79; 
18700;2015;8;26;15;174;3.7;17.9;0;69; 
18700;2015;8;26;16;159;2.2;15.7;0;85; 
18700;2015;8;26;17;138;2.3;15.2;0.4;94; 
18700;2015;8;26;18;157;3.8;15.5;0.1;94; 
18700;2015;8;26;19;178;3.4;15.3;0.9;94; 
18700;2015;8;26;20;118;1;14.8;1.7;95; 
18700;2015;8;26;21;157;3.4;15.2;1.2;96; 
18700;2015;8;26;22;176;2.6;15.7;1.3;97; 
18700;2015;8;26;23;166;3.9;16.1;1.5;97; 
18700;2015;8;26;24;175;4.7;16.3;0.4;97; 
18700;2015;8;27;1;176;4.2;16.5;0.7;97; 
18700;2015;8;27;2;169;4;16.4;1.4;96; 
18700;2015;8;27;3;167;3.8;16.4;3.5;96; 
18700;2015;8;27;4;163;4.2;15.8;7.8;96; 
18700;2015;8;27;5;192;1;15.3;8.7;97; 
18700;2015;8;27;6;177;3.5;15.1;4.8;97; 
18700;2015;8;27;7;185;4.5;14.7;0;97;.
18700;2015;8;27;8;187;4.2;15.1;0;95; 
18700;2015;8;27;9;171;2.8;15.5;0;92; 
18700;2015;8;27;10;174;1.8;15.7;0;93; 
18700;2015;8;27;11;191;1.3;15.7;1.1;94; 
18700;2015;8;27;12;145;2;15.6;5.8;96; 
18700;2015;8;27;13;150;1.7;14.3;2.4;94; 
18700;2015;8;27;14;68;1.2;16.3;0.7;86; 
18700;2015;8;27;15;174;1.6;17.7;0;85; 
18700;2015;8;27;16;179;2.9;18.2;0;81; 
18700;2015;8;27;17;187;4.1;17.1;0;84; 
18700;2015;8;27;18;252;4.1;14.4;0.2;83; 
18700;2015;8;27;19;174;1.9;12.8;0.8;94; 
18700;2015;8;27;20;200;2.4;11.8;0;96; 
18700;2015;8;27;21;253;0.8;11.7;0;97; 
18700;2015;8;27;22;249;1.2;11.9;0;97; 
18700;2015;8;27;23;216;1.2;11.7;0;97; 
18700;2015;8;27;24;186;1.9;11.4;0;98; 
18700;2015;8;28;1;226;1.7;10.7;0;98; 
18700;2015;8;28;2;283;1.4;9.9;0;98; 
18700;2015;8;28;3;302;1.4;9;0;98; 
18700;2015;8;28;4;217;2;8.8;0;98; 
18700;2015;8;28;5;23;1.4;8.3;0;98; 
18700;2015;8;28;6;284;0.5;8.8;0;98; 
18700;2015;8;28;7;325;0.4;12.4;0;95;.
18700;2015;8;28;8;222;2.6;13.4;0;84; 
18700;2015;8;28;9;231;2.3;15.3;0;75; 
18700;2015;8;28;10;211;3.7;16.8;0;67; 
18700;2015;8;28;11;212;3.9;17.1;0;67; 
18700;2015;8;28;12;195;4.5;18.6;0;58; 
18700;2015;8;28;13;222;5.4;20.5;0;51; 
18700;2015;8;28;14;221;5.5;19.5;0;52; 
18700;2015;8;28;15;221;4.6;18.3;0;54; 
18700;2015;8;28;16;220;4.7;18.3;0;56; 
18700;2015;8;28;17;239;4.2;17.7;0;58; 
18700;2015;8;28;18;238;3.7;16.7;0;55; 
18700;2015;8;28;19;234;3;15.1;0;62; 
18700;2015;8;28;20;215;0.7;14;0;66; 
18700;2015;8;28;21;265;1.7;12.3;0;73; 
18700;2015;8;28;22;232;3.3;12.4;0;74; 
18700;2015;8;28;23;243;2.3;11.1;0;81; 
18700;2015;8;28;24;246;2.5;10.9;0;83; 
18700;2015;8;29;1;321;0.5;10.3;0;86; 
18700;2015;8;29;2;11;1.2;9.9;0;87; 
18700;2015;8;29;3;274;0.6;8.9;0;91; 
18700;2015;8;29;4;260;1.3;8.4;0;94; 
18700;2015;8;29;5;298;0.8;8.5;0;92; 
18700;2015;8;29;6;222;2.6;9.6;0;91; 
18700;2015;8;29;7;266;1.5;13.9;0;74;.
18700;2015;8;29;8;231;2.1;15.2;0;68; 
18700;2015;8;29;9;211;2.7;16.9;0;62; 
18700;2015;8;29;10;214;3.3;18.1;0;60; 
18700;2015;8;29;11;210;4.2;18.7;0;52; 
18700;2015;8;29;12;191;4.8;20.2;0;47; 
18700;2015;8;29;13;203;4.9;20.1;0;47; 
18700;2015;8;29;14;220;2.8;18.7;0;51; 
18700;2015;8;29;15;211;4.5;18.3;0;51; 
18700;2015;8;29;16;206;5.4;18.2;0;58; 
18700;2015;8;29;17;217;2.9;17.7;0;63; 
18700;2015;8;29;18;209;4.5;16.9;0;66; 
18700;2015;8;29;19;207;3.9;16.3;0;71; 
18700;2015;8;29;20;180;3.3;15.6;0;80; 
18700;2015;8;29;21;184;3.2;15.3;0;82; 
18700;2015;8;29;22;188;2.9;15;0;84; 
18700;2015;8;29;23;191;2.8;14.6;0;86; 
18700;2015;8;29;24;199;1.7;13.8;0;88; 
18700;2015;8;30;1;32;0.9;13.5;0;89; 
18700;2015;8;30;2;179;2.1;13;0;89; 
18700;2015;8;30;3;202;2;12.9;0;91; 
18700;2015;8;30;4;150;0.8;12.3;0;91; 
18700;2015;8;30;5;19;0.7;10.8;0;94; 
18700;2015;8;30;6;28;0.6;10.8;0;96; 
18700;2015;8;30;7;31;0.7;12.7;0;90;.
18700;2015;8;30;8;208;1.6;14.8;0;82; 
18700;2015;8;30;9;203;1.7;16.7;0;71; 
18700;2015;8;30;10;186;1.9;18.5;0;65; 
18700;2015;8;30;11;204;3.1;19.5;0;55; 
18700;2015;8;30;12;201;3.4;20.6;0;50; 
18700;2015;8;30;13;202;4.2;20.4;0;46; 
18700;2015;8;30;14;209;3.4;20.8;0;43; 
18700;2015;8;30;15;207;3.3;21;0;44; 
18700;2015;8;30;16;215;3.4;19.6;0;50; 
18700;2015;8;30;17;220;2.3;18.9;0;52; 
18700;2015;8;30;18;181;3.9;18.5;0;60; 
18700;2015;8;30;19;180;2.6;17.1;0;73; 
18700;2015;8;30;20;174;2.3;15.7;0;85; 
18700;2015;8;30;21;173;2;14.7;0;87; 
18700;2015;8;30;22;156;1.2;14.2;0;88; 
18700;2015;8;30;23;86;0.6;12.9;0;92; 
18700;2015;8;30;24;7;0.3;12.1;0;94; 
18700;2015;8;31;1;348;0.3;11.7;0;96; 
18700;2015;8;31;2;89;0.5;13.2;0;95; 
18700;2015;8;31;3;31;1.7;12.9;0;95; 
18700;2015;8;31;4;9;2.1;12.1;0;97; 
18700;2015;8;31;5;20;2.5;11.8;0;97; 
18700;2015;8;31;6;29;2;11.9;0;95; 
18700;2015;8;31;7;30;1.9;12.9;0;92;.
18700;2015;8;31;8;20;2;14;0;88; 
18700;2015;8;31;9;29;1.6;15.7;0;79; 
18700;2015;8;31;10;103;1.9;16.2;0;76; 
18700;2015;8;31;11;81;1.1;17.4;0;69; 
18700;2015;8;31;12;140;2.1;18.7;0;59; 
18700;2015;8;31;13;212;2.4;20.7;0;60; 
18700;2015;8;31;14;204;2.5;20.3;0;55; 
18700;2015;8;31;15;252;1.9;20.8;0;53; 
18700;2015;8;31;16;243;2.1;19.5;0;58; 
18700;2015;8;31;17;239;1.8;18.4;0;57; 
18700;2015;8;31;18;229;1;17.6;0;58; 
18700;2015;8;31;19;22;1.6;16.6;0;71; 
18700;2015;8;31;20;32;2.3;15.4;0;74; 
18700;2015;8;31;21;27;2.3;15;0;73; 
18700;2015;8;31;22;28;2.9;14.9;0;76; 
18700;2015;8;31;23;28;2.9;14.5;0;76; 
18700;2015;8;31;24;19;3.9;14.6;0;77; 
18700;2015;9;1;1;22;3.8;14.7;0;75; 
18700;2015;9;1;2;26;4.6;14.9;0;73; 
18700;2015;9;1;3;29;5.7;14.7;0;72; 
18700;2015;9;1;4;16;5.8;14.3;0;68; 
18700;2015;9;1;5;24;7.6;14.2;0;67; 
18700;2015;9;1;6;24;5.4;13.9;0;69; 
18700;2015;9;1;7;22;4.9;13.5;0.1;75;.
18700;2015;9;1;8;25;3.6;12.4;0.9;87; 
18700;2015;9;1;9;21;4.6;12.8;0.8;87; 
18700;2015;9;1;10;22;5;13.1;0.1;85; 
18700;2015;9;1;11;28;5.3;13.7;0.1;79; 
18700;2015;9;1;12;23;5.2;13.9;0;80; 
18700;2015;9;1;13;24;5;14.3;0;79; 
18700;2015;9;1;14;16;5.4;13.6;0.6;86; 
18700;2015;9;1;15;14;5.4;13.4;0.8;89; 
18700;2015;9;1;16;16;6.1;13.7;0.3;86; 
18700;2015;9;1;17;29;6.4;13.6;0.7;87; 
18700;2015;9;1;18;29;7.2;13.4;1;87; 
18700;2015;9;1;19;28;7.8;13;2.3;89; 
18700;2015;9;1;20;29;7.4;13.1;0.8;88; 
18700;2015;9;1;21;24;7.9;12.8;1.7;90; 
18700;2015;9;1;22;26;7.7;12.7;1.9;89; 
18700;2015;9;1;23;28;8.3;12.7;1.3;88; 
18700;2015;9;1;24;34;7.4;12.6;0.1;89; 
18700;2015;9;2;1;35;7.7;12.5;0.7;89; 
18700;2015;9;2;2;39;9.3;12.2;1;89; 
18700;2015;9;2;3;38;8.8;11.9;2.5;91; 
18700;2015;9;2;4;32;7.9;11.6;2.9;91; 
18700;2015;9;2;5;34;8.5;11.6;2.2;91; 
18700;2015;9;2;6;39;9;11.5;2.6;91; 
18700;2015;9;2;7;37;8.4;11.2;2.8;92;.
18700;2015;9;2;8;39;7.6;11.5;2;91; 
